Artist,Genre,Track,MFCC,Spectral Centroid,Zero-Crossing Rate
RoMak & the Space Pirates,Rock,That's Right (dissatisfaction of the squid),"[-65.95355224609375, 108.42481231689453, -31.457971572875977, 53.82462692260742, -14.080018043518066, 17.568307876586914, 6.021373748779297, 10.608781814575195, 3.973389148712158, 3.3695082664489746, 3.44012713432312, 2.2090210914611816, 1.6409324407577515, 0.6372786164283752, -0.7156545519828796, 0.23492681980133057, -0.6907798051834106, -0.8261497616767883, -0.4914480745792389, -0.021432984620332718]",3649.4208859092837,0.08294483896930674
Stress Ape,Rock,Tender Sunburnt Eyes,"[-107.33452606201172, 141.8097686767578, -25.884817123413086, 43.800193786621094, 5.991633415222168, 24.665193557739258, -3.81455659866333, 23.863779067993164, 6.328040599822998, 11.309170722961426, -5.530025959014893, 6.443501949310303, 0.044690486043691635, 4.426114082336426, -0.9628553986549377, 4.0294270515441895, -0.0881105437874794, -0.626354992389679, 1.7515568733215332, -3.4062726497650146]",2476.7455884323113,0.054981790981624756
Siren Cult,Field Recording,Track 09,"[-237.39820861816406, 200.24087524414062, -23.187129974365234, -23.336044311523438, 2.752622365951538, -2.994915723800659, -15.340584754943848, -9.56081485748291, -6.851304531097412, -9.116776466369629, -2.2543528079986572, -2.3329670429229736, -2.718409299850464, -4.115767478942871, -7.450829029083252, -7.401056289672852, -2.5823395252227783, 0.8348463177680969, -0.9088339805603027, -1.4422606229782104]",1370.0637498697874,0.040944708861831915
The Twin Atlas,Folk,Beautiful Surpise,"[-29.26934814453125, 118.00626373291016, -39.05120849609375, 72.38668060302734, 1.2631748914718628, 34.28582000732422, -16.345016479492188, 18.95010757446289, -8.025375366210938, 13.82028865814209, -6.981573581695557, 6.859816074371338, -3.7544846534729004, 2.7377238273620605, 1.9216710329055786, -1.332119345664978, -1.1635527610778809, -2.099132776260376, -0.9832355976104736, -4.768394947052002]",3541.276459490433,0.07220253566247582
NewAgeHillbilly,Rock,kin,"[-165.67938232421875, 179.6985321044922, -28.321718215942383, 38.41762161254883, 25.716127395629883, 14.456255912780762, 1.6653265953063965, 16.941104888916016, 3.800621747970581, 9.047523498535156, 0.9923353791236877, 0.6378822326660156, 3.6281049251556396, -3.802582025527954, 4.367193698883057, -1.9935227632522583, -0.4908938407897949, -1.634912371635437, -3.2266736030578613, -3.516502857208252]",1625.9169605171942,0.02601717389990329
Shawn Greenlee,Noise,Chaldea,"[-25.93108558654785, 51.23676681518555, 11.587730407714844, 39.97963333129883, 3.6990091800689697, 21.25412368774414, 1.8970913887023926, 21.30510139465332, -1.1076033115386963, 20.258481979370117, -4.571550369262695, 14.347376823425293, -1.3126267194747925, 12.809813499450684, -4.108285903930664, 13.010281562805176, -3.2935526371002197, 11.305925369262695, -4.701201915740967, 11.897112846374512]",6699.291471756685,0.1192871850188807
Sejayno,Avant-Garde,Reverse Time Apex side 2,"[-222.98667907714844, 182.4586181640625, -10.80253791809082, 27.579862594604492, 6.546757698059082, 11.261398315429688, -2.6278488636016846, 1.1288336515426636, 2.926370620727539, -7.727878093719482, -3.687495470046997, 3.2580323219299316, 4.480970859527588, -1.8391497135162354, -0.4279578924179077, 3.5841064453125, 0.05050094053149223, -6.236488342285156, -2.912734270095825, -1.4288654327392578]",1430.3928697440763,0.025505792808384973
Saudade,Ambient,Endless Decision,"[-259.2038269042969, 221.79090881347656, 12.104289054870605, 16.593223571777344, 20.221115112304688, 7.484467029571533, 5.231283187866211, 2.4230010509490967, -1.6943223476409912, -1.0409749746322632, -2.509275197982788, -2.5828115940093994, 0.9124932289123535, -1.9435009956359863, -3.5681047439575195, 1.5816861391067505, 1.123549461364746, -0.9699257612228394, 2.2788290977478027, -0.4901614487171173]",786.3791786347136,0.017282511786750485
Wankatorium,,Battle Creek (Theme for Boiled Diet Soft Drinks),"[-249.8032989501953, 175.77272033691406, -33.327796936035156, 30.883312225341797, -12.645890235900879, -13.607039451599121, -9.210865020751953, 24.503009796142578, 0.30821874737739563, -6.744965076446533, -0.24348366260528564, 16.54215431213379, 6.2053141593933105, 1.3219841718673706, -12.561610221862793, -12.116080284118652, 1.9643731117248535, -1.3680444955825806, -2.5985305309295654, -9.59913158416748]",1988.2650997275089,0.052024457179512006
Mink Lungs,Rock,Think of Me,"[-102.96189880371094, 128.2025146484375, -30.62404441833496, 44.48923873901367, -11.772591590881348, 27.193435668945312, -17.676856994628906, 26.176729202270508, -12.572481155395508, 18.457569122314453, -9.401989936828613, 9.620473861694336, -7.797388076782227, 5.052153587341309, 2.1641643047332764, 1.3725109100341797, -3.9813485145568848, -1.2315617799758911, -0.1254628449678421, -2.4090349674224854]",3684.1415525288844,0.0830590612291828
Little Howlin' Wolf,Blues,Big Ole Bear,"[-87.61419677734375, 146.87615966796875, -41.7906608581543, 42.23381423950195, 7.909376621246338, 31.38990592956543, 7.018794059753418, 3.4376368522644043, 1.9803621768951416, 7.897822380065918, 3.3127331733703613, 3.8186161518096924, -1.0793756246566772, 4.736678600311279, -1.4413337707519531, -0.5791632533073425, -2.153107166290283, -4.222276210784912, -2.5259594917297363, -3.800820827484131]",2305.062054734357,0.047597505137814314
Nautical Almanac,Noise,Sevente Seven,"[-639.5152587890625, 17.617368698120117, 31.826648712158203, 19.191144943237305, 13.963573455810547, 14.586541175842285, 10.785622596740723, 10.414336204528809, 7.865257740020752, 5.683637619018555, 6.555150032043457, 4.185554027557373, 5.033570289611816, 3.9156742095947266, 2.1118195056915283, 4.359818935394287, 1.9276983737945557, 4.495485305786133, 3.4554147720336914, 2.803891897201538]",7738.467772116096,0.1706154676834471
So Cow,Pop,Settled,"[-94.37181091308594, 143.4499969482422, -26.561838150024414, 41.819488525390625, -24.498254776000977, 15.314496040344238, -8.399572372436523, 1.0928754806518555, -10.624334335327148, 7.11221170425415, 0.783652663230896, 0.23878394067287445, -0.7427269816398621, 10.32974910736084, -7.73619270324707, 8.663241386413574, -6.21644401550293, -3.1760153770446777, 7.0715250968933105, -4.714163780212402]",3162.1410430379365,0.0662640372177276
Mors Ontologica,Rock,Up,"[-106.68667602539062, 146.78956604003906, -70.57063293457031, 67.54434204101562, -25.630817413330078, 21.46352195739746, -17.88298988342285, 10.22338581085205, -8.408830642700195, 3.826070547103882, 1.2564561367034912, -2.1746597290039062, 2.631361722946167, -6.516780853271484, 0.6154420375823975, -5.471185207366943, 2.391754150390625, -5.287288665771484, 2.2774384021759033, -4.6572065353393555]",3210.5902053545215,0.09442603814071567
RoMak & the Space Pirates,Rock,"No, Not Ever","[-69.79975891113281, 160.81332397460938, -22.039731979370117, 35.13014221191406, -17.995506286621094, 16.227489471435547, -2.4408693313598633, 1.8144750595092773, -0.9007139801979065, 0.18651984632015228, -2.7527523040771484, 5.226043224334717, 5.190377712249756, 1.9062952995300293, -6.743773460388184, 2.5111615657806396, 3.77803897857666, 0.8639529347419739, -3.955484628677368, 0.2834289073944092]",2434.470529645766,0.05446914289168279
Teeth Mountain,Experimental,Spirals,"[-124.84517669677734, 80.40319061279297, -38.921875, 4.095533847808838, 12.090950012207031, -26.15607452392578, 30.858552932739258, -25.256872177124023, 10.275494575500488, 10.237532615661621, -7.674770832061768, 31.595441818237305, -21.552818298339844, 21.366846084594727, -14.844857215881348, -0.788212239742279, 6.603880405426025, -9.585773468017578, 16.718311309814453, -12.727884292602539]",6213.460097892546,0.15311285915714562
Phallic Suns,Rock,Arizona Beach,"[-21.194393157958984, 116.91764831542969, -36.158199310302734, 37.76934814453125, 9.692657470703125, 17.58661460876465, -12.702792167663574, 11.756282806396484, -5.046334743499756, 11.172807693481445, -1.779054045677185, 9.27592945098877, -1.1036409139633179, 7.123810768127441, -0.18003910779953003, 5.700100898742676, -2.671811580657959, 4.217780590057373, 0.7764571905136108, 1.268324375152588]",3664.65684371735,0.07937009827652983
Six Star General,Rock,Hamburgini,"[-34.271728515625, 143.22283935546875, -71.08202362060547, 57.10391616821289, -9.822099685668945, 45.86224365234375, -12.378958702087402, 14.786774635314941, 2.2592649459838867, 2.8845510482788086, 2.885075807571411, 0.8558295965194702, 9.17845344543457, -5.193821907043457, 7.800161838531494, -2.6715645790100098, 1.6475045680999756, -2.199220895767212, 1.970475673675537, -1.4612352848052979]",3076.195682505707,0.08335159272243714
Six Star General,Rock,SSG Live,"[-118.81204986572266, 137.97462463378906, -30.687944412231445, 45.5865592956543, -31.10384750366211, 32.17033004760742, -18.26918601989746, 15.705581665039062, -6.766401290893555, 7.385112285614014, 0.7336976528167725, 0.965054988861084, -2.5527091026306152, 0.5197651386260986, -0.5135229229927063, 4.474895477294922, -7.156563758850098, 3.5859315395355225, -2.7114546298980713, 0.7724716067314148]",3475.8933925880674,0.09320385118125483
Snake Apartment,Punk,Ripe Off The Vine,"[40.847068786621094, 120.92130279541016, -49.2084846496582, 43.41506576538086, -12.559304237365723, 32.726104736328125, -16.395050048828125, 25.52472496032715, -14.35605525970459, 11.142780303955078, -16.63081169128418, 9.672844886779785, -10.02676773071289, 5.407437324523926, -9.816542625427246, 1.1537524461746216, -6.597469806671143, -1.2764573097229004, -5.201362133026123, -4.630964756011963]",3594.2733046062235,0.06992773059719536
Mors Ontologica,Unknown,Chatter #2  : (,"[-494.2507019042969, 124.34087371826172, 14.395122528076172, 17.798622131347656, 29.869192123413086, 22.55784034729004, 20.163469314575195, 11.392822265625, 7.32033634185791, 11.2129545211792, 7.2050042152404785, 6.5813117027282715, 4.526766777038574, 4.765262126922607, -0.8221239447593689, 1.2859424352645874, 0.3404906392097473, 2.970958948135376, 0.5597634315490723, -1.6099165678024292]",2432.1530928713705,0.032732190583881576
Mors Ontologica,Unknown,Chatter #3  ;  \,"[-497.2299499511719, 104.13040924072266, 19.76096534729004, 18.7970027923584, 28.50377082824707, 24.46830940246582, 19.416900634765625, 11.251904487609863, 8.531991004943848, 8.810107231140137, 5.982394695281982, 4.332272529602051, 4.711066246032715, 3.1407268047332764, -0.7340211868286133, 2.1348249912261963, 4.173598766326904, 4.036660671234131, 0.5372095704078674, -2.3624587059020996]",2939.227646853951,0.03579748682228916
Olneyville Sound System,Rock,How Many Ours,"[-192.66761779785156, 137.78697204589844, -36.059146881103516, 74.03459930419922, 17.75988006591797, 18.156721115112305, 11.894050598144531, 12.377218246459961, 12.870301246643066, 5.199423789978027, 9.057271003723145, 2.5644965171813965, 5.26011323928833, -2.3959593772888184, 2.6221935749053955, -4.721272945404053, -2.0394070148468018, 0.7250136137008667, -3.486135959625244, -0.4066274166107178]",2152.767476239592,0.03549437814678544
Six Star General,Rock,Pissed Kirstofferson,"[-36.23268508911133, 147.4622039794922, -67.99848937988281, 54.24793243408203, -6.495987892150879, 49.87263107299805, -20.32986068725586, 13.108173370361328, -0.6278429627418518, 2.969727039337158, -0.8584112524986267, -0.1377730816602707, 7.524038791656494, -3.4709036350250244, 8.947296142578125, -3.04006028175354, -1.9038134813308716, -3.0608887672424316, 2.4816012382507324, -2.759777784347534]",2999.0901062720673,0.0785585030826886
Shawn Greenlee,,Neoplatonist,"[-92.05333709716797, 67.7374496459961, 4.7128753662109375, 24.211776733398438, 5.14520263671875, 17.442785263061523, 2.6170787811279297, 14.88794994354248, -1.6911836862564087, 16.553451538085938, -2.1066229343414307, 13.649394035339355, -0.9346981644630432, 12.91525936126709, -2.0675837993621826, 13.235864639282227, -3.783907413482666, 8.727153778076172, -3.433927059173584, 9.47005558013916]",5908.4246423008735,0.17554910390473888
NewAgeHillbilly,Rock,Its Not Like,"[-32.56421661376953, 138.3699951171875, -68.40936279296875, 53.40410614013672, -4.544095993041992, 22.202329635620117, -16.64652442932129, 14.45416259765625, -7.5353546142578125, 12.946426391601562, -7.377987384796143, 1.5932400226593018, -0.5566909313201904, 7.743056774139404, -6.884746551513672, -1.821620225906372, -3.9283251762390137, -1.5505435466766357, -5.082592964172363, 0.3492661416530609]",3294.952728952813,0.09074731615511232
The Agrarians,Folk,Two People Shorten a Road,"[-197.36691284179688, 180.71463012695312, -25.10894775390625, 31.409996032714844, 18.959697723388672, -1.874756097793579, -8.107439994812012, 20.431900024414062, -7.948875427246094, 0.515491783618927, -0.17118091881275177, 3.5630528926849365, -2.909679889678955, -6.276808261871338, 2.218803644180298, -5.309186935424805, -6.038034915924072, -4.211462497711182, -1.6572661399841309, -5.073561668395996]",1603.4515079179666,0.03285591958752905
Nautical Almanac,Noise,Rejerks 06,"[-218.94219970703125, 175.11244201660156, -47.23234176635742, -26.640474319458008, 11.307445526123047, -18.19685935974121, -10.969864845275879, 7.713475227355957, -3.759594202041626, -6.07504415512085, -0.4066869020462036, -5.881698131561279, -2.845289468765259, 6.229310035705566, -0.016783900558948517, -5.768951892852783, -0.7105082869529724, -0.4470357596874237, -3.5452792644500732, -1.6898753643035889]",1724.1279225666997,0.058173737352343144
Qulfus,Electronic,Sneevely Calls on Yellow,"[-170.81288146972656, 213.10488891601562, -20.945823669433594, 21.594135284423828, 26.87633514404297, 4.535284519195557, 0.09670263528823853, 14.753560066223145, 8.455939292907715, 1.8409919738769531, 0.47597551345825195, 3.6783270835876465, 4.972840309143066, 3.5932230949401855, -3.353339195251465, -0.3894374966621399, 2.9267807006835938, 1.3071134090423584, 2.1137163639068604, 4.719666957855225]",1158.401825889452,0.03029931546179884
Six Star General,Rock,SSG Live,"[-152.7534637451172, 144.67483520507812, -24.99090576171875, 41.36088562011719, -17.44015884399414, 27.48949432373047, -14.315844535827637, 8.811579704284668, -6.714225769042969, 2.7406461238861084, -0.10048261284828186, -0.007887300103902817, -2.0557186603546143, -1.931971549987793, -1.9374902248382568, 2.809117317199707, -7.658976078033447, 1.5500208139419556, -3.2965519428253174, -0.5991637706756592]",3202.4661500272896,0.07708232591876209
Saudade,Ambient,Soaked,"[-264.1431579589844, 215.34210205078125, 26.609529495239258, 6.4063544273376465, 22.402441024780273, 13.696795463562012, 12.197943687438965, 5.273758888244629, -0.5248128175735474, 2.7609734535217285, 2.8843772411346436, 3.124563455581665, 3.792280435562134, -0.1156250536441803, -2.6865525245666504, -2.7791144847869873, -3.4844915866851807, -2.502584218978882, -1.6151189804077148, -2.107271432876587]",592.3310045395311,0.009983668486154144
Glove Compartment,Rock,Class One A Clear Channel Station,"[-202.93670654296875, 145.01844787597656, -14.37204647064209, 54.64574432373047, -24.2619686126709, 20.073801040649414, -5.9647040367126465, 8.42380428314209, -5.499687671661377, 3.376232147216797, -1.086462378501892, -2.1925835609436035, 1.111345648765564, -2.642286539077759, -2.4402215480804443, 0.18399262428283691, -1.038597822189331, 0.8453331589698792, 4.321577072143555, -3.863025665283203]",2739.1608260913295,0.05621304796427188
Minmae,Rock,I Won't Hold It Against You,"[-115.56935119628906, 171.78231811523438, -28.214101791381836, 24.806068420410156, -15.235732078552246, 34.52692413330078, -12.198753356933594, 19.93914794921875, -13.673643112182617, 0.36465984582901, -5.480736255645752, -11.987838745117188, -1.7720469236373901, -10.953788757324219, 2.4864776134490967, -10.896184921264648, 1.720547080039978, -5.965240478515625, -5.8632073402404785, -8.72148609161377]",2212.025637199125,0.039886816972920694
Mr. gutter,Field Recording,Track 02,"[-442.3911437988281, 157.3562469482422, -6.439574241638184, 30.771602630615234, 2.528986692428589, 6.892673969268799, -9.349250793457031, 5.2130327224731445, -9.337696075439453, -10.885869026184082, -5.642660140991211, -7.412984371185303, -4.638347625732422, -8.162031173706055, 2.1945300102233887, -0.05710326507687569, 3.9076266288757324, 0.3596477210521698, 4.2626800537109375, 5.65879487991333]",1858.8624194733095,0.030453638781431334
Sejayno,Avant-Garde,Civil War Boys,"[-133.6854248046875, 167.4609375, -21.292238235473633, 33.59872817993164, -1.8821384906768799, 9.22109317779541, -9.973520278930664, -0.6268041133880615, 2.2721009254455566, 1.2538940906524658, -4.28761100769043, -1.5947610139846802, 1.0741287469863892, 5.395557880401611, 7.596663951873779, 7.103184223175049, 5.33986759185791, 4.375115871429443, -0.24648438394069672, -2.2381627559661865]",1797.1305241047655,0.033873140673412086
The Higher State,Rock,If We Don't Realise,"[-39.58946990966797, 180.5945587158203, -72.29948425292969, 51.36310577392578, -9.322754859924316, 22.181869506835938, -16.68829345703125, 3.3927836418151855, 3.257643699645996, -5.587425231933594, -2.639949083328247, 1.8732410669326782, -1.8787779808044434, 1.6948060989379883, 2.2499501705169678, -5.490153789520264, -3.4473676681518555, -2.5690691471099854, 2.425959587097168, -7.241352081298828]",2288.820912833282,0.06549296572775629
Ponytail,Rock,Burning Saddles,"[-36.697269439697266, 140.689453125, -67.0642318725586, 54.196205139160156, -1.8312486410140991, 25.80577278137207, -25.044715881347656, 17.396387100219727, -10.113988876342773, 12.555950164794922, -8.918828964233398, 8.75868034362793, -7.297136306762695, 2.2804336547851562, -0.989729106426239, -0.7473618388175964, -1.304131269454956, -0.8466579914093018, 4.637042045593262, -5.26192045211792]",3183.7306618330717,0.09639899661508704
Teeth Mountain,Experimental,Black Jerusalem,"[-63.79793167114258, 102.58097076416016, -5.028968811035156, 37.20017623901367, -16.575307846069336, 14.094828605651855, 3.1384832859039307, -6.162491798400879, 3.141118288040161, -1.92306387424469, -1.8423811197280884, 0.45043566823005676, -5.711537837982178, -1.338305950164795, -4.723240852355957, -4.908844470977783, -3.6096718311309814, 3.3111939430236816, 1.6552311182022095, -0.42846745252609253]",4363.963405461702,0.09131274933510639
Glove Compartment,Rock,Shazamm,"[-195.81561279296875, 157.04087829589844, -25.732013702392578, 55.38811492919922, -3.1346895694732666, 40.436187744140625, -10.78412914276123, 5.161535739898682, 11.01058578491211, -3.5425326824188232, 8.38797378540039, 3.9004836082458496, 8.778789520263672, 0.06856130063533783, 3.084472894668579, -5.327853679656982, -3.3411014080047607, -1.6931066513061523, -1.2196717262268066, -3.8542284965515137]",2100.215008611031,0.037604834078820114
Vorpal,Field Recording,Track 01,"[-240.38133239746094, 200.606201171875, 0.8246535658836365, 12.250866889953613, 2.820233106613159, 7.470222473144531, -8.958768844604492, -0.04247130826115608, -10.484503746032715, -13.194659233093262, -14.025247573852539, -12.952940940856934, -0.0603100061416626, 0.3459946811199188, 0.7181920409202576, -5.9531989097595215, -0.473442405462265, 1.4674646854400635, 5.278032302856445, 1.9139503240585327]",1174.6404039151566,0.022900107289651837
Stress Ape,Rock,Lactose Blackhole,"[-263.9819641113281, 180.2830352783203, 9.070362091064453, 26.366613388061523, 31.786762237548828, 19.69761085510254, 6.88179874420166, 20.73563003540039, 15.71877384185791, 5.543532371520996, 3.954397678375244, 6.468362331390381, -0.3586183190345764, -3.0034258365631104, 0.4715554118156433, -1.1156480312347412, -4.078758716583252, -1.6158661842346191, -0.08642299473285675, -3.9870519638061523]",1027.8858153235751,0.027606874093326884
So Cow,Pop,The You're Nice Mysteries,"[-37.55375289916992, 165.5984649658203, -85.88406372070312, 60.242164611816406, -27.4058837890625, 32.6129150390625, -16.7718505859375, 7.8942131996154785, -8.837477684020996, 3.7132930755615234, -4.080763339996338, -6.003702163696289, 5.1056132316589355, -6.096347808837891, 2.3063745498657227, -7.865013599395752, 4.7902913093566895, -7.351017951965332, 1.1161909103393555, -4.990445137023926]",3138.9805833652,0.09264442150826814
Six Star General,Rock,2am Wetspot,"[-156.14697265625, 152.9393310546875, -23.32295036315918, 34.60499954223633, 9.309118270874023, 30.533597946166992, -13.320116996765137, 13.0498685836792, -7.02135705947876, 4.379831314086914, -4.909474849700928, 0.8857875466346741, 2.1141886711120605, -0.03217574954032898, -3.9538395404815674, -1.4676822423934937, -3.2375097274780273, 0.7826633453369141, -8.558879852294922, 1.3098572492599487]",2720.908559982393,0.057024328584914796
The Butcherings,Rock,forget,"[-114.48310089111328, 144.4447784423828, -24.466503143310547, 36.72025680541992, 6.824517726898193, 20.10367774963379, -2.108011484146118, 5.479482173919678, 0.2788345515727997, -1.1967976093292236, -7.731813907623291, -0.6243600249290466, -4.137424468994141, -0.13015304505825043, -3.878018856048584, -3.9497952461242676, -8.159173965454102, 3.0884957313537598, 0.759907066822052, 0.10370804369449615]",2685.0458756333323,0.05151972338545701
Vorpal,Field Recording,Track 02,"[-203.38841247558594, 185.06346130371094, -9.46783447265625, 33.64917755126953, -0.921065628528595, 13.167553901672363, -12.844403266906738, -1.5504212379455566, -5.048587322235107, -2.2032663822174072, 1.2072504758834839, -2.629507064819336, 2.9543120861053467, -5.772140026092529, 0.20057350397109985, -2.4926507472991943, 1.0252708196640015, -0.987107515335083, 1.8091459274291992, -0.5755293369293213]",1526.7376906156276,0.02995100545846243
Mors Ontologica,Unknown,Black Market,"[-107.02640533447266, 171.39122009277344, -75.41353607177734, 55.42564010620117, 6.022552490234375, 23.978862762451172, 4.949981689453125, 9.097883224487305, 9.741573333740234, -4.2145538330078125, 7.5314483642578125, -5.678231716156006, 7.477199554443359, -0.12163682281970978, 1.112119436264038, 4.566553592681885, 0.6923779845237732, 1.269633412361145, -6.340277194976807, -3.9410226345062256]",2244.196238414076,0.055087277909566225
Nicky Andrews,Electronic,Affective-1,"[-169.26544189453125, 205.76449584960938, -2.573618173599243, 16.666152954101562, 30.250865936279297, -2.510305166244507, 6.131269454956055, 11.85865592956543, 4.350978374481201, 5.743200778961182, 6.544267654418945, 2.4819164276123047, -3.8479156494140625, -6.581379413604736, -4.349736213684082, -3.576171398162842, -5.625742435455322, -5.364292621612549, -5.082677841186523, -4.931114673614502]",926.4709660473372,0.018656806738962046
Tommy Jay,Folk,Village Idiot,"[-192.77940368652344, 170.1317138671875, -63.854618072509766, 18.688526153564453, 5.211475849151611, 31.441768646240234, -1.9454208612442017, 5.493995189666748, 6.606490135192871, -12.483724594116211, -3.562744379043579, 7.59754753112793, -6.706530570983887, -7.328982830047607, -1.5425223112106323, -4.382526397705078, -10.56812858581543, -4.651475429534912, 1.4667400121688843, -5.869760036468506]",2170.5206848077164,0.062356843955751355
Mors Ontologica,Rock,Sterling,"[-101.69294738769531, 169.20484924316406, -38.376827239990234, 56.774375915527344, 1.5768123865127563, 23.078298568725586, 0.05254961550235748, 11.15194320678711, -2.554234743118286, 4.186569690704346, 1.0855700969696045, -1.2064712047576904, -2.063297748565674, 0.7370241284370422, -0.5915964841842651, -1.9285557270050049, 2.2359619140625, -0.6540139317512512, 1.5597361326217651, -0.9990535974502563]",2027.575732782405,0.04332749110427963
Six Star General,Rock,Sun Up,"[-35.581703186035156, 138.41067504882812, -69.01221466064453, 60.28253173828125, -18.557649612426758, 46.55937194824219, -16.238832473754883, 14.386301040649414, -0.17676463723182678, 3.2466671466827393, 0.8588781356811523, -1.2348177433013916, 6.641355514526367, -8.996034622192383, 5.402252197265625, -5.7245917320251465, -0.15942078828811646, -5.367744445800781, 0.7362539172172546, -3.6617751121520996]",3339.1912794818795,0.0936083568333656
Olneyville Sound System,Rock,All Dressed Up,"[-109.29357147216797, 172.0097198486328, -48.30921936035156, 59.39378356933594, 2.357527494430542, 36.05364227294922, 7.57808256149292, 18.825246810913086, 9.489192008972168, -2.005603313446045, 4.88618278503418, 0.6035239696502686, 5.152235507965088, -3.586480140686035, 9.460143089294434, -3.3919522762298584, 7.611146450042725, -2.446460485458374, -9.43844223022461, 1.6253362894058228]",1999.3842255888503,0.034479237267622
The Twin Atlas,Folk,Tell The Stories,"[-127.35446166992188, 149.53895568847656, -20.19988441467285, 63.93695068359375, -0.7257612347602844, 32.44913864135742, -11.95353889465332, 16.742830276489258, -1.447554111480713, -9.501886367797852, -1.8909884691238403, 4.844705104827881, -7.200584888458252, -1.285326361656189, 3.973393201828003, -8.344484329223633, 0.02034497819840908, -9.560406684875488, 1.1014881134033203, -8.05047607421875]",2261.6571115147276,0.038489595926015474
Lucky Dragons,Electronic,I Keep Waiting For Earthquakes,"[-140.50909423828125, 181.35145568847656, -17.57076072692871, 17.842693328857422, -1.7004473209381104, 2.869459629058838, -4.223808288574219, 3.204988479614258, 3.714658260345459, -2.8338825702667236, -5.455667495727539, -3.906588554382324, -5.8248162269592285, -7.124388217926025, 0.14125917851924896, -0.13969381153583527, 3.540856122970581, 3.102548122406006, 0.5218750238418579, -4.268845081329346]",2035.4525508098675,0.046369529738878146
Ric Royer,Avant-Garde,The Two-headed Nickel,"[-386.4720153808594, 100.56952667236328, 5.104168891906738, 37.93862533569336, 3.5575459003448486, 5.505758285522461, 7.810683727264404, 1.6172358989715576, -6.906388282775879, -3.0730323791503906, -6.74753475189209, -7.415661334991455, -5.1561737060546875, -5.250969409942627, 2.4936859607696533, -0.050031356513500214, 3.472907066345215, 4.656318187713623, -5.561108112335205, -6.045938491821289]",2609.053435796057,0.059724069148936174
Manbeard,Field Recording,Track 05,"[-262.5405578613281, 171.085205078125, -26.263978958129883, 37.43707275390625, -5.251408576965332, 22.147056579589844, -9.736241340637207, 8.232040405273438, 0.9798654913902283, 0.5453397631645203, -1.3741809129714966, -7.807334899902344, 1.3480594158172607, -6.179841995239258, 1.7360289096832275, -5.312058448791504, -0.651203989982605, -5.315480709075928, -1.850727915763855, -0.28504544496536255]",1918.683381454728,0.0367903469330945
Lexie Mountain Boys,Spoken Word,Untitled,"[-187.17710876464844, 205.8802490234375, -54.80680465698242, 44.10881042480469, -9.678441047668457, 5.762872695922852, -1.8311233520507812, 3.922060251235962, -2.906721591949463, -7.315479755401611, 5.077125549316406, -0.7223490476608276, -2.8487627506256104, -2.8481125831604004, -5.475988864898682, -5.631842613220215, -4.945556163787842, -2.895460605621338, -7.471867084503174, -7.64068603515625]",1649.6216933143237,0.037807000689872194
Mary Halvorson and Weasel Walter,Rock,Rare Vodka from the Fourteenth Century,"[-261.48443603515625, 126.82127380371094, -9.314494132995605, 24.44369888305664, 5.687635898590088, 16.046415328979492, 7.984686374664307, 10.365188598632812, 7.529911041259766, 9.609720230102539, 5.4101057052612305, 8.888396263122559, 9.038816452026367, 8.955821990966797, 2.5863215923309326, 3.1695923805236816, 1.274692416191101, 2.717576026916504, 0.7215478420257568, 3.9201931953430176]",2167.7036781265933,0.04139567214700193
Nautical Almanac,Noise,Track 04,"[-151.05508422851562, 142.0030517578125, -25.192649841308594, 34.52716827392578, 0.2671686112880707, 7.713022708892822, 6.151689052581787, 8.236042976379395, 1.7478924989700317, 6.377987384796143, -0.5216183066368103, 4.825160026550293, 7.168472766876221, 3.5094308853149414, 0.49498170614242554, 3.461561918258667, 0.4608200192451477, 1.903124213218689, 1.4234347343444824, 0.8680858612060547]",2393.3613723092935,0.05795624546663443
Mudboy,Experimental,Untitled,"[-454.1145935058594, 143.66749572753906, -31.43699836730957, 17.026084899902344, 33.822052001953125, 3.743281841278076, -10.923727989196777, -6.026710510253906, 3.5158321857452393, 14.430237770080566, 8.869321823120117, -5.3753981590271, -6.547863960266113, -0.23779647052288055, 10.4092378616333, 1.6269700527191162, -8.578282356262207, -6.591687202453613, -4.306199073791504, -2.343517303466797]",2002.4637806738865,0.07755422108208955
Mors Ontologica,Rock,Dispatcher,"[-126.6614990234375, 154.77554321289062, -71.16107940673828, 71.35195922851562, -13.580841064453125, 18.977214813232422, -8.307427406311035, 2.679943561553955, 0.37967565655708313, -2.8780384063720703, 5.850824356079102, -0.0012037305859848857, 3.5037503242492676, -0.10011444240808487, 3.571169137954712, -2.652712106704712, 0.06784339249134064, -1.7941652536392212, -0.6293846964836121, -4.200061321258545]",2987.2607705746855,0.09255539401384585
Mors Ontologica,Unknown,Chatter #1  : P,"[-521.0769653320312, 113.55311584472656, 5.528462886810303, 10.349125862121582, 24.154388427734375, 16.119346618652344, 7.795285701751709, 8.048158645629883, 4.174129009246826, 4.808870792388916, -0.2979309856891632, 3.9518392086029053, 0.9807833433151245, 1.892574667930603, -0.5222984552383423, 3.3732500076293945, 2.547013521194458, 3.157589912414551, -0.15820704400539398, -0.9887904524803162]",3071.444919069536,0.04620646539135514
